,TI,AB,DI,PY,tcmRelated,gcgRelated,ngrRelated,nwRelated,reviewer,2ndReviewer,agree,include
198,Comparative Analysis of Data Collection Methods for Individualized Modeling of Radiologists' Visual Similarity Judgments in Mammograms,"Rationale and Objectives: We conducted an Observer study to investigate how the data collection method affects the efficacy of modeling individual radiologists' judgments regarding the perceptual similarity of breast masses on mammograms. Materials and Methods: Six observers of varying experience levels in breast imaging were recruited to assess the perceptual similarity of mammographic masses. The observers' subjective judgments were collected using (i) a rating method, (ii) a preference method, and (Hi) a hybrid method combining rating and ranking. Personalized user models were developed with the collected data to predict observers' opinions. The relative efficacy of each data collection method was assessed based on the classification accuracy of the resulting user models. Results: The average accuracy of the user models derived from data collected with the hybrid method was 55.5 +/- 1.5%. The models were significantly more accurate (P < .0005) than those derived from the rating (45.3 +/- 3.5%) and the preference (40.8 +/- 5%) methods. On average, the rating data collection method was significantly faster than the other two methods (P < .0001). No time advantage was observed between the preference and the hybrid methods. Conclusions: A hybrid method combining rating and ranking is an intuitive and efficient way for collecting subjective similarity judgments to model human perceptual opinions with a higher accuracy than other, more commonly used data collection methods.",10.1016/j.acra.2013.08.002,2013,0,0.0,0.0,0.0,ngr,0.0,1,0
199,Combinatorial Prediction Markets: An Experimental Study,"Prediction markets produce crowdsourced probabilistic forecasts through a market mechanism in which forecasters buy and sell securities that pay off when events occur. Prices in a prediction market can be interpreted as consensus probabilities for the corresponding events. There is strong empirical evidence that aggregate forecasts tend to be more accurate than individual forecasts, and that prediction markets are among the most accurate aggregation methods. Combinatorial prediction markets allow forecasts not only on base events, but also on conditional events (e.g., ""A if B"") and/or Boolean combinations of events. Economic theory suggests that the greater expressivity of combinatorial prediction markets should improve accuracy by capturing dependencies among related questions. This paper describes the DAGGRE combinatorial prediction market and reports on an experimental study to compare combinatorial and traditional prediction markets. The experiment challenged participants to solve a ""whodunit"" murder mystery by using a prediction market to arrive at group consensus probabilities for characteristics of the murderer, and to update these consensus probabilities as clues were revealed. A Bayesian network was used to generate the ""ground truth"" scenario and to provide ""gold standard"" probabilistic predictions. The experiment compared predictions using an ordinary flat prediction market with predictions using a combinatorial market. Evaluation metrics include accuracy of participants' predictions and the magnitude of market updates. The murder mystery scenario provided a more concrete, realistic, intuitive, believable, and dynamic environment than previous empirical work on combinatorial prediction markets.",0,2013,0,0.0,0.0,0.0,ngr,0.0,1,0
200,AGGREGATION OF FORECASTS FROM MULTIPLE SIMULATION MODELS,"When faced with output from multiple simulation models, a decision maker must aggregate the forecasts provided by each model. This problem is made harder when the models are based on similar assumptions or use overlapping input data. This situation is similar to the problem of expert judgment aggregation where experts provide a forecast distribution based on overlapping information, but only samples from the output distribution are obtained in the simulation case. We propose a Bayesian method for aggregating forecasts from multiple simulation models. We demonstrate the approach using a climate change example, an area often informed by multiple simulation models.",0,2013,1,0.0,0.0,0.0,nw,0.0,0,0
201,Combination and Selection of Traffic Safety Expert Judgments for the Prevention of Driving Risks,"In this paper, we describe a new framework to combine experts' judgments for the prevention of driving risks in a cabin truck. In addition, the methodology shows how to choose among the experts the one whose predictions fit best the environmental conditions. The methodology is applied over data sets obtained from a high immersive cabin truck simulator in natural driving conditions. A nonparametric model, based in Nearest Neighbors combined with Restricted Least Squared methods is developed. Three experts were asked to evaluate the driving risk using a Visual Analog Scale (VAS), in order to measure the driving risk in a truck simulator where the vehicle dynamics factors were stored. Numerical results show that the methodology is suitable for embedding in real time systems.",10.3390/s121114711,2012,1,0.0,0.0,0.0,gcg,0.0,0,0
202,A Demand Forecasting Methodology for Fuzzy Environments,"Several supply chain and production planning models in the literature assume the demands are fuzzy but most of them do not offer a specific technique to derive the fuzzy demands. In this study, we propose a methodology to obtain a fuzzy-demand forecast that is represented by a possibilistic distribution. The fuzzy-demand forecast is found by aggregating forecasts based on different sources; namely statistical forecasting methods and experts' judgments. In the methodology, initially, the forecast derived from the statistical forecasting techniques and experts' judgments are represented by triangular possibilistic distributions. Subsequently, those results are combined by using weights assigned to each of them. A new objective weighting approach is used to find the weights. The proposed methodology is illustrated by an example and a sensitivity analysis is provided.",0,2010,1,0.0,0.0,0.0,gcg,0.0,0,0
203,Untitled,0,10.1287/deca.1090.0137,2009,0,0.0,0.0,0.0,ngr,0.0,1,0
204,Predicting Risk in Missions under Sea Ice with Autonomous Underwater Vehicles,"Autonomous Underwater Vehicles (AUVs) have a future as effective platforms for multi-disciplinary science research and monitoring in the polar oceans. However, operation under ice may involve significant risk to the vehicle. A risk assessment and management process that balances the risk appetite of the responsible owner with the reliability of the vehicle and the probability of loss has been proposed. A critical step in the process of assessing risk is based on expert judgment of the fault history of the vehicle, and what affect faults or incidents have on the probability of loss. However, this subjective expert judgment is sensitive to the nature of sea ice cover. In contrast to the simple, yet high risk, case of operation under an ice shelf, sea ice offers a complex risk environment. Furthermore, the risk is modified by the characteristics of the support vessel, especially its ice-breaking capability. We explore how the ASPeCt sea ice characterization protocol and probability distributions of ice thickness and concentration can be used within a rigorous process to quantify risk given a range of sea ice conditions and with ships of differing ice capabilities. A solution founded on a Bayesian Belief Network approach is proposed, where the results of the expert judgment elicitation is taken as a reference. The design of the network topology captures the causal effects of the environment separately on the vehicle and on the ship, and combines these to produce the output. Complementary expert knowledge is included within the conditional probability tables of the Bayesian Belief Network. Using expert judgment on the fault history of the Autosub3 vehicle and sea ice data gathered in the Arctic and Antarctic by its predecessor, Autosub2, examples are provided of how risk is modified by the sea ice environment.",10.1109/AUV.2008.5290536,2008,0,0.0,0.0,1.0,nw,1.0,0,0
205,Identifying potential health care innovations for the future elderly,"We used a method that combined literature review and expert judgment to assess potential medical innovations for older adults. We evaluated innovations in four domains: cardiovascular disease, cancer, the biology of aging, and neurologic disease. The innovations can be categorized by common themes: improved disease prevention, better detection of subclinical or early clinical disease, and treatments for established disease. We report the likelihood, potential impact, and potential cost implications for thirty-four innovations, and we revisit this forecast five years later. Many of the innovations have the potential to greatly affect the costs and outcomes of health care.",10.1377/hlthaff.W5.R67,2005,0,0.0,0.0,0.0,gcg,0.0,1,0
206,Bayesian network models of portfolio risk and return,"A Bayesian network is a tool for modeling large multivariate probability models and fur making inferences from such models. A Bayesian network combines traditional quantitative analysis with expert judgement in an intuitive, graphical representation. In this paper, we show how to use Bayesian networks to model portfolio risk and return. Traditional financial models emphasize the historical relationship between portfolio return and market return. In practice, to forecast portfolio return? financial analysts include expert subjective judgement about other factors that may affect the portfolio. These judgmental factors include special knowledge about the stocks in the portfolio that is not captured in the historical quantitative analysis. We show how a Bayesian network can be used to represent a traditional financial model of portfolio return. Then we show how expert subjective judgement can be included in the Bayesian network model. The output of the model is the posterior marginal probability distribution of the portfolio return, This posterior return distribution can be used to obtain expected return, return variance, and value-at-risk.",0,2000,0,0.0,0.0,0.0,gcg,0.0,1,0
207,Accounting for expert-to-expert variability: A potential source of bias in performance assessments of high-level radioactive waste repositories,"Expert judgments enter several aspects of many scientific endeavors. They are typically employed to interpret data, predict systems' behaviour and assess uncertainties. In particular, expert judgments are expected to be a relevant source of data for use in performance assessments of high-level radioactive waste repositories. In this paper we consider the task of aggregating the judgments provided by experts with the objective of emphasizing a potential source of bias that might affect the results of the analysis. Typically, the analysts combine mathematical and behavioral schemes to obtain the aggregate measures desired for decision-making purposes. Within this approach to data aggregation, mathematical models are used as tools for sensitivity analysis and they should account for between-expert (expert-to-expert) as well as within-expert variability. A practical example regarding a formal expert judgment elicitation exercise for the future climate at Yucca Mountain vicinity is presented. (C) 1997 Elsevier Science Ltd.",10.1016/S0306-4549(96)00052-7,1997,1,1.0,0.0,0.0,gcg,1.0,1,1
208,A novel hybrid approach for landslide susceptibility mapping integrating analytical hierarchy process and normalized frequency ratio methods with the cloud model,"Landslides, which could cause huge losses of lives or property damages, result from several different environmental factors whose influences on landslides are very complex. Therefore, it is essential to understand the relationships between these environmental factors and landslides. Thus, the integration of the analytical hierarchy process (AHP) with the normalized frequency ratio (NFR) is evaluated for landslide susceptibility analyses. However, in addition to these complex relationships, the randomness and fuzziness always affect landslide susceptibility mapping. This study introduces the cloud model (CM) to improve the integrated AHP-NFR method, and proposes a novel hybrid AHP-NFR-CM method for landslide susceptibility analyses, which can better address issues of the randomness and fuzziness. Firstly, ten environmental parameters are selected as landslide impact factors, and their values for all the landslides identified in the study area are obtained through the remote sensing (RS) and geographical information system (GIS) technologies. The AHP method is used to obtain the weight of each landslide impact factor, and the NFR method is used to obtain the weight of each subclass in each landslide impact factor, which can reflect the relationship between the landslide impact factor and landslide occurrence. After applying an appropriate compositional operation between the weights of the landslide impact factors and the weights of the subclasses of the impact factors, a landslide susceptibility index (LSI) for each grid divided via the attribution-based spatial information multi-grid method (ASIMG) can be computed. To solve the inevitable issues of randomness and fuzziness in landslide susceptibility analyses, a cloud model that uses three numerical features (expectation, entropy and hyper-entropy) to represent the intension of the concept, is adopted to improve the methods of AHP and NFR. The relative importance of two landslide impact factors is scaled with the cloud model rather than the Saaty criteria. Pair-wise comparison matrixes of landslide impact factors given by each expert are described by the normal cloud model, and the floating cloud model is used to aggregate all experts' judgments. The weight of each landslide impact factor is also expressed with the cloud model rather than a certain value. In improving the NFR, the weight of each subclass of each landslide impact factor is expressed with the cloud model rather than a certain value. In the improvement of the landslide susceptibility results, the domain of landslide risk assessment results is also displayed with the cloud model instead of a series of definite intervals. As the study area examined is large, several grids would need to be divided, meaning that it would take a considerable amount time to subject the entire study area to landslide susceptibility mapping. Thus, we propose a new attribute-based spatial information multi-grid (ASIMG) division method and introduce grid-computing technology to improve the calculation efficiency during the process. Finally, the proposed hybrid AHP-NFR-CM-ASIMG approach is validated and applied in the study area. It's concluded that the new integration of AHP and NFR methods with the cloud model can consider both randomness and fuzziness and therefore can increase the robustness of landslide susceptibility analyses, while the ASIMG technology can enhance the calculation efficiency in regional landslide susceptibility mapping. (C) 2018 Elsevier B.V. All rights reserved.",10.1016/j.geomorph.2018.10.024,2019,0,0.0,0.0,0.0,ngr,0.0,1,0
209,Interval type-2 fuzzy logic and its application to occupational safety risk performance in industries,"In this paper, we have developed an interval type-2 fuzzy logic controller (T2FLC) approach for assessment of the risks that workers expose to at construction sites. Using this novel approach, past accident data, subjective judgments of experts, and the current safety level of a construction site are to be combined. The method is then implemented on a tunneling construction site and risk level for all type of accidents is formulated. In T2FLC assists to trace inputs and outputs in a well-organized manner for building the inferences train so that various types of risk assessment can be predicted in industry. Finally, a comparative study has been successfully performed with type-1 and type-2 fuzzy dataset for improving risk assessment that can be easily determined in the type-2 fuzzy prediction model for improving accuracy. Validity of the proposed model is done with the help of statistical analysis and multiple linear regressions.",10.1007/s00500-017-2860-8,2019,1,0.0,0.0,1.0,nw,1.0,1,1
210,Applying a Global Sensitivity Analysis Workflow to Improve the Computational Efficiencies in Physiologically-Based Pharmacokinetic Modeling,"Traditionally, the solution to reduce parameter dimensionality in a physiologically-based pharmacokinetic (PBPK) model is through expert judgment. However, this approach may lead to bias in parameter estimates and model predictions if important parameters are fixed at uncertain or inappropriate values. The purpose of this study was to explore the application of global sensitivity analysis (GSA) to ascertain which parameters in the PBPK model are non-influential, and therefore can be assigned fixed values in Bayesian parameter estimation with minimal bias. We compared the elementary effect-based Morris method and three variance-based Sobol indices in their ability to distinguish ""influential"" parameters to be estimated and ""non-influential"" parameters to be fixed. We illustrated this approach using a published human PBPK model for acetaminophen (APAP) and its two primary metabolites APAP-glucuronide and APAP-sulfate. We first applied GSA to the original published model, comparing Bayesian model calibration results using all the 21 originally calibrated model parameters (OMP, determined by ""expert judgment""-based approach) vs. the subset of original influential parameters (OIP, determined by GSA from the OMP). We then applied GSA to all the PBPK parameters, including those fixed in the published model, comparing the model calibration results using this full set of 58 model parameters (FMP) vs. the full set influential parameters (FIP, determined by GSA from FMP). We also examined the impact of different cut-off points to distinguish the influential and non-influential parameters. We found that Sobol indices calculated by eFAST provided the best combination of reliability (consistency with other variance-based methods) and efficiency (lowest computational cost to achieve convergence) in identifying influential parameters. We identified several originally calibrated parameters that were not influential, and could be fixed to improve computational efficiency without discernable changes in prediction accuracy or precision. We further found six previously fixed parameters that were actually influential to the model predictions. Adding these additional influential parameters improved the model performance beyond that of the original publication while maintaining similar computational efficiency. We conclude that GSA provides an objective, transparent, and reproducible approach to improve the performance and computational efficiency of PBPK models.",10.3389/fphar.2018.00588,2018,0,0.0,0.0,0.0,ngr,0.0,1,0
211,A Weighted Rank aggregation approach towards crowd opinion analysis,"In crowd opinion aggregation models, the expertise of annotators plays an important role to derive the appropriate judgment. It is seen that in most of the aggregation methods annotators' accuracy and bias are considered as two important features and based on it the priority of annotators is assigned. But instead of relying upon these limited features, the quality of annotators can be suitably exploited using rank-based features to further improve the prediction. Basically, the annotators are ranked according to various features and therefrom multiple separate rankings are produced. These rankings, if properly weighted, can lead to obtain the final aggregated ranking in a better way. In this paper, we have developed a novel weighted rank aggregation approach and applied the same on three artificially generated ranking datasets with varying noise. Moreover, the comparative effectiveness of the proposed method is demonstrated by applying it on three Amazon Mechanical Turk datasets. (C) 2018 Elsevier B.V. All rights reserved.",10.1016/j.knosys.2018.02.005,2018,0,0.0,0.0,0.0,ngr,0.0,1,0
212,Structured Approaches to Violence Risk Assessment: A Critical Review,"This article critically reviews the theory, methodology, and empirical evidence pertaining to the various approaches employed by mental health professionals in expert testimony regarding the probability of future violence for people within the jurisprudence system. Many professionals rely on unstructured clinical assessment, which allows the evaluator to fully capitalize on their clinical experience but is vulnerable to cognitive and situational biases that negatively affect the validity and reliability of the evaluation. In contrast, actuarial assessment involves statistical estimation of violence risk based on certain combinations of criminogenic variables derived from prospective analysis of recidivism in various offender groups. Structured professional judgment relies on professional expertise with a structured checklist application, and thus attempts to minimize the limitations of unstructured clinical and actuarial assessment while retaining the strengths of each. Although an improvement on unstructured assessment, structured applications have significant limitations, highlighting the importance of a multimethod approach to violence risk assessment.",10.3928/00485713-20170803-02,2017,0,0.0,0.0,0.0,ngr,0.0,1,0
213,The role of human fatigue in the uncertainty of measurement,"Risk of human error in measurement and testing is the result of the causal combination of factors and events that are involved in the process. This paper presents how to model technical and human errors and how these could interact in order to influences the reliability of measurement/test. Human errors were designed according with a System Dynamics approach with factors and states those are part of human's state and ability to handle with the process and procedures and instruments. Technical errors were related to the environment, its organization and suitability with standards. Human and Technical factors have been therefore integrated in order to predict states affecting the consistency of measure and uncertainty in range. Optimal combination of factors - based on a System Dynamics simulation and expert judgments - has been proposed according with a sampling analysis. (C) 2017 The Authors. Published by Elsevier B.V.",10.1016/j.promfg.2017.09.092,2017,0,0.0,0.0,0.0,ngr,0.0,1,0
214,Optimal ordering policy for newsvendor models with bidirectional changes in demand using expert judgment,"Demand forecast is a critical determinant of order quantity under newsvendor problem (NVP) framework and warrants major revision in the event of changing circumstances or happening of some unforeseen events having potential to alter the demand. Retailers of single period products such as fashion apparels are required to pass their orders far ahead of selling seasons and apply preseason two-stage ordering procedure, where an initial order (first stage) is followed by a final confirmed order (second stage). The enterprise forecasting experts may get additional information related to the occurrence of some unforeseen events that may significantly impact the initial demand estimation. In this paper, the potential impact of such events is combined using a weight factor to obtain revised demand forecasts. In this context, this paper develops inventory models under NVP framework to determine the optimal order quantity and weight factor on the basis of revised forecasts. Considering the bidirectional changes in demand, we formulate a unique objective function that operates as a profit maximization function for the positive demand adjustment and turns into a cost minimization function for the negative demand adjustment. Models developed without constraints at first instance are extended subsequently by incorporating constraints of budget limits, storage space capacity and required service level. Near closed form expressions of decision variables for four demand distributions with multiplicative demand forms are presented. The results demonstrate economic benefits of using revised demand through models developed, negative impact of constraints, and role of demand distribution entropy in determining the order size and expected profit.",10.1007/s12597-016-0248-7,2016,0,0.0,0.0,0.0,ngr,0.0,1,0
215,Comparing models for quantitative risk assessment: an application to the European Registry of foreign body injuries in children,"Risk Assessment is the systematic study of decisions subject to uncertain consequences. An increasing interest has been focused on modeling techniques like Bayesian Networks since their capability of (1) combining in the probabilistic framework different type of evidence including both expert judgments and objective data; (2) overturning previous beliefs in the light of the new information being received and (3) making predictions even with incomplete data. In this work, we proposed a comparison among Bayesian Networks and other classical Quantitative Risk Assessment techniques such as Neural Networks, Classification Trees, Random Forests and Logistic Regression models. Hybrid approaches, combining both Classification Trees and Bayesian Networks, were also considered. Among Bayesian Networks, a clear distinction between purely data-driven approach and combination of expert knowledge with objective data is made. The aim of this paper consists in evaluating among this models which best can be applied, in the framework of Quantitative Risk Assessment, to assess the safety of children who are exposed to the risk of inhalation/insertion/aspiration of consumer products. The issue of preventing injuries in children is of paramount importance, in particular where product design is involved: quantifying the risk associated to product characteristics can be of great usefulness in addressing the product safety design regulation. Data of the European Registry of Foreign Bodies Injuries formed the starting evidence for risk assessment. Results showed that Bayesian Networks appeared to have both the ease of interpretability and accuracy in making prediction, even if simpler models like logistic regression still performed well.",10.1177/0962280213476167,2016,0,0.0,0.0,1.0,nw,1.0,0,0
216,Robust modeling of continuous 4-D affective space from EEG recording,"The inherent intangible nature, complexity, context-specific interpretations of emotions make it difficult to quantify and model affective space. Dimensional theory is one of the effective methods to describe and model emotions. Despite recent advances in affective computing, modeling continuous affective space remains a challenge. Here, we present a computational framework to study the role of functional areas of brain and band frequencies in modeling 4-D continuous affective space (Valence, Arousal, Like and Dominance). In particular, we used Electroencephalogram (EEG) recordings and adopted a recursive feature elimination (RFE) approach to select band frequencies and electrode locations (functional areas) that are most relevant for predicting affective space. Empirical analyses on DEAP dataset [1] reveals that only a small number of locations (7-12) and certain band frequencies carry most discriminative information. Using the selected features, we modeled 4-D affective space using Support Vector Regression (SVR). Regression analysis show that Root Mean Square Error (RMSE) for Valence, Arousal, Dominance, Like are 1.40, 1.23, 1.24 and, 1.24, respectively. Besides SVR, the performance of feature fusion and ensemble classifiers were also compared to determine the robust model against technical noise and individual variations. It was observed that the prediction accuracy of the final model is up to 37% better than human judgment evaluated on same data set. Spillover effect of our approach may include design of task-specific (i.e., emotion, memory capacity) EEG headset with a minimal number of electrodes.",10.1109/ICMLA.2016.154,2016,0,0.0,0.0,0.0,ngr,0.0,1,0
217,Weighting Components of a Composite Score Using Naive Expert Judgments About Their Relative Importance,"A common problem that arises in testingas well as other contexts such as candidate selectionis how to combine various scores into a weighted composite that reflects expert judgments about each component's relative importance. For experts to provide nominal weights explicitly, they must fully account for the variances of the components, the covariances among components, and the reliability of each component. This task can be challenging, and in many cases, experts may have greater success making simple judgments about component importance without regard for the variances, covariances, and reliabilities. In this article, it is shown how to estimate the requisite nominal weights when only these kinds of naive judgments are available, and the analytical solution is demonstrated with a small simulation study. Results from the simulation suggest that the proposed estimators could yield more valid composite scores in practice.",10.1177/0146621615584703,2015,1,1.0,0.0,0.0,gcg,1.0,1,1
218,"Calibration, sharpness and the weighting of experts in a linear opinion pool","Linear opinion pools are the most common form of aggregating the probabilistic judgments of multiple experts. Here, the performance of such an aggregation is examined in terms of the calibration and sharpness of the component judgments. The performance is measured through the average quadratic score of the aggregate. Trade-offs between calibration and sharpness are examined and an expression for the optimal weighting of two dependent experts in a linear combination is given. Circumstances where one expert would be disqualified are investigated. Optimal weights for the multiple, dependent experts are found through a concave quadratic program.",10.1007/s10479-015-1846-0,2015,1,0.0,0.0,1.0,nw,1.0,1,1
219,Automated Classification of Electrically-evoked Compound Action Potentials,"Electrically-evoked compound action potentials (ECAPs) is an objective measure of peripheral neural encoding of electrical stimulation delivered by cochlear implants (CIs) at the auditory nerve level. ECAPs play a key role in automated CI fitting and outcome diagnosis, as long as presence of genuine ECAP is accurately detected automatically. Combination of ECAP amplitudes and signal-to-noise ratio are shown to efficiently detect true responses, by comparing them to subjective visual expert judgments. Corresponding optimal thresholds were calculated from Receiver-Operating-Characteristic curves. This was conducted separately on three artifact rejection methods: alternate polarity, masker-probe and modified-masker-probe. This model resulted in sensitivity and specificity error of 3.3% in learning, 3.5% in testing and 5.0% in verification. It was found that the following combination of ECAP amplitude and signal-to-noise ratio would be accurate predictors: 22 mu V and 1.3 dB SNR thresholds for alternate polarity, 35 mu V and -0.2 dB for masker-probe and 44 mu V and -0.2 dB for modified-masker-probe.",0,2015,0,0.0,0.0,0.0,nw,0.0,1,0
220,Weighted Diagnostic Criteria for Developmental Dysplasia of the Hip,"Objective To establish clinical diagnostic criteria for developmental dysplasia of the hip (DDH) that model the practices of expert clinicians. Study design Of 23 clinical criteria for the diagnosis of DDH, ranked in order of diagnostic importance by international consensus, the 7 most highly ranked were placed in all possible combinations to create unique case vignettes. Twenty-six experts rated 52 vignettes for the presence of DDH. We modeled the data to determine which of the 7 criteria were associated with a clinician's opinion that the vignette represented DDH. From the resulting regression coefficients, for each vignette we calculated a probability of DDH. An independent panel rated the same vignettes using a visual analog scale response. We correlated the visual analog scale ratings with probabilities derived from the model. Results Our model identified 4 of 7 criteria as predictive of DDH (P < .001): Ortolani/Barlow test (beta = 3.26), limited abduction (beta = 1.48), leg length discrepancy (beta = 0.74), and first-degree family history of DDH (beta = 1.39). There was substantial correlation between the probability of DDH predicted by the model and that derived from an independent expert panel (r = 0.73; P < .001). Conclusion Weighted clinical criteria for inferring the likelihood of DDH produced consistent results in the judgment of 2 separate groups of experts. Using these weights, nonexperts could establish the probability of DDH in a manner approaching the practice of clinical experts.",10.1016/j.jpeds.2014.08.023,2014,0,0.0,1.0,0.0,ngr,1.0,0,0
221,Assimilation and contrast effects: The role of self-construal and regulatory focus as moderators in collectivistic cultures of honour,"Human judgments are context dependent. When answering a question about one's overall satisfaction with life, a previous question about one's romantic life might pose redundancy problems influencing one's judgment of life satisfaction, something known as item order effects. However, in order to detect such redundancy, one needs to pay attention to the context of the conversation. Any variable that influences the amount of attention given the context of the conversation can determine whether the presumed redundancy is detected or not. In three studies, two experiments and one correlational study, we tested the influence of induced self-construal (study 1) and self-regulatory focus (study 2) and self-regulatory focus measured as an individual difference variable (study 3) as moderators of context effects among college students from Mexico. In study 1, participants induced to have an independent mindset were less likely to detect the redundancy posed by two questions, resulting, as predicted, in a contrast effect. In study 3, participants with lower levels of prevention focus were less likely to detect the redundancy posed by the same two questions as study 1, resulting, as predicted, in an assimilation effect. The implications of the results were discussed within the framework of the inclusion/exclusion model.",10.1002/ijop.12023,2014,0,0.0,0.0,0.0,nw,0.0,1,0
222,POWER-SPECTRAL ANALYSIS OF HEAD MOTION SIGNAL FOR BEHAVIORAL MODELING IN HUMAN INTERACTION,"We examine whether head motion can be used for predicting human expert's judgments of behavioral characteristics relevant to the couples therapy domain. Specifically we predict ""high"" or ""low"" presence of several behavioral characteristics such as ""Blame"" that are discerned by human experts, through data-driven clustering of the head motion signal based on power-spectral features. We employ the distribution of motion samples in each cluster for behavior judgment prediction. We find clustering horizontal and vertical motion separately is superior to combined clustering in predicting behavior. The performance of gender-specific and gender-independent clustering of head motion is comparable in average while different for each gender. The proposed power-spectral features outperform linear prediction features in average. Using data from a clinical study of distressed couples, we empirically show that the derived clusters quantize head motion into meaningful types that relate to interpretable behavior characteristics. These findings demonstrate the feasibility of inferring behavior characteristics from head motion signals.",0,2014,0,0.0,0.0,0.0,ngr,0.0,1,0
223,Investment Decision Support for Engineering Projects Based on Risk Correlation Analysis,"Investment decisions are usually made on the basis of the subjective judgments of experts subjected to the information gap during the preliminary stages of a project. As a consequence, a series of errors in risk prediction and/or decision-making will be generated leading to out of control investment and project failure. In this paper, the variable fuzzy set theory and intelligent algorithms integrated with case-based reasoning are presented. The proposed algorithm manages the numerous fuzzy concepts and variable factors of a project and also sets up the decision-making process in accordance with past cases and experiences. Furthermore, it decreases the calculation difficulty and reduces the decision-making reaction time. Three types of risk correlations combined with different characteristics of engineering projects are summarized, and each of these correlations is expounded at the project investment decision-making stage. Quantitative and qualitative change theories of variable fuzzy sets are also addressed for investment risk warning. The approach presented in this paper enables the risk analysis in a simple and intuitive manner and realizes the integration of objective and subjective risk assessments within the decision-makers' risk expectation.",10.1155/2012/242187,2012,0,0.0,0.0,0.0,ngr,0.0,1,0
224,Efficient neural-network-based no-reference approach to an overall quality metric for JPEG and JPEG2000 compressed images,"Reliably assessing overall quality of JPEG/JPEG2000 coded images without having the original image as a reference is still challenging, mainly due to our limited understanding of how humans combine the various perceived artifacts to an overall quality judgment. A known approach to avoid the explicit simulation of human assessment of overall quality is the use of a neural network. Neural network approaches usually start by selecting active features from a set of generic image characteristics, a process that is, to some extent, rather ad hoc and computationally extensive. This paper shows that the complexity of the feature selection procedure can be considerably reduced by using dedicated features that describe a given artifact. The adaptive neural network is then used to learn the highly nonlinear relationship between the features describing an artifact and the overall quality rating. Experimental results show that the simplified feature selection procedure, in combination with the neural network, indeed are able to accurately predict perceived image quality of JPEG/JPEG2000 coded images. (C) 2011 SPIE and IS&T. [DOI: 10.1117/1.3664181]",10.1117/1.3664181,2011,0,0.0,0.0,0.0,gcg,0.0,1,0
225,Event-related brain responses as correlates of changes in predictive and affective values of conditioned stimuli,"Previous evidence suggests that the judged predictive strength of one cue may be influenced by the predictive strengths of other pretrained cues (prediction errors). In the present study, we examined affective ratings and event-related brain responses from 18 healthy participants during an aversive conditioning task in which affective values of previously trained conditioned stimuli were modified through a blocking procedure. The task was divided into two phases. During the training phase, single stimulus A (e.g., red square) was always followed by aversive picture stimuli, while single stimulus B (e.g., yellow square) was signaling the absence of aversive stimulation. During the blocking phase, compound stimuli consisted of the combination of one single trained stimulus (A or B) and one new somatosensory stimulus were also followed by the presence of aversive stimulation. Results indicated that single stimulus A elicited greater ERP amplitudes and theta power, and was rated as more unpleasant than single stimulus B during the training phase. Moreover, single stimulus B elicited greater ERP amplitudes than stimulus A, as well as greater theta power and more unpleasant ratings during the blocking as compared with the training phase. By contrast, no changes in ERP amplitudes and theta power were observed for stimulus A. Our findings provide neurophysiological and behavioral evidence for an increased affective processing of conditioned stimuli when compound stimuli were introduced, but only if the target CS was previously trained to signal the absence of aversive stimulation. (C) 2011 Elsevier B.V. All rights reserved.",10.1016/j.brainres.2011.07.049,2011,0,0.0,0.0,0.0,gcg,0.0,1,0
226,FUZZY INDICES OF ECOLOGICAL CONDITIONS: REVIEW OF TECHNIQUES AND APPLICATIONS,"The impact of human activities on natural ecosystems is becoming more and more severe, with consequences that are difficult to forecast for middle-term and long-term periods. Hence, routine monitoring and quality assessment is a necessary practice for effective environmental management. However, the definition of techniques and criteria for monitoring is not a trivial task: identification of new indices of environmental quality is a hot research topic in the field of applied ecology. Some critical issues of ecological quality assessment are represented by the different sources of uncertainty involved in the measurement, modelling and classification processes. Measurements of environmental variables are often imprecise due to natural variability and background noise; interactions between single variables are complex, as is the behaviour of natural ecosystems. Moreover, the translation of quantitative measurements into quality classes requires a subjective classification: the definition of threshold values of acceptability depends on the personal knowledge of the scientist who designs the model. The management of all of these potential sources of uncertainty requires suitable instruments. Fuzzy logic represents an effective technique for coping with such problems, as it allows the use of information that other methods cannot include, such as individual knowledge and experience, to combine quantitative and qualitative data in modeling ecological complexity. Fuzzy logic is a mathematical formalism that translates expert judgment expressed in linguistic terms into precise numbers, so the laws of fuzziness are scientifically sound; at the same time, it allows avoidance of artificial precision and producing results that are more similar to the real world. For all of these reasons, since the middle 1990s fuzzy indices of ecological conditions have been proposed and tested in air, water and soil environments. Fuzzy techniques have been applied at different stages of the assessment process, as the coding of species' biological traits, the processing of qualitative data, the definition of ecological rules, and the multicriteria evaluation of ecosystems. The objective of this chapter is to review the most relevant fuzzy techniques applied to the ecological quality assessment, providing a rational classification of such techniques, in order to allow a qualitative comparison of the considered approaches. Moreover, this chapter aims to highlight the most promising applications of fuzzy logic to ecological research in order to show the benefits of fuzzy-based approaches when coping with the high complexity of ecosystems.",0,2009,0,0.0,0.0,0.0,gcg,0.0,1,0
